file,energy_0,homogenity_0,entrophy_0,contras_0,energy_45,homogenity_45,entrophy_45,contras_45,energy_90,homogenity_90,entrophy_90,contras_90,energy_135,homogenity_135,entrophy_135,contras_135,Target
filtered_data_fix\Blight\Corn_Blight (1009).JPG,0.0002593435973004626,195.7674089566924,8.587177366478219,194.76740895669238,0.00024517514469960265,208.0040920081826,8.62707701324016,207.00409200818316,0.00032448838091034195,107.07978592519599,8.350959427027624,106.07978592519589,0.0002566629846508866,233.38489676979341,8.60678096380126,232.3848967697938,Blight
filtered_data_fix\Blight\Corn_Blight (1014).JPG,0.0003197449021850984,260.1681225393698,8.406390747506308,259.16812253936973,0.00031568976275775005,260.3374046748087,8.411762607413207,259.33740467480925,0.00038516025518377467,173.54693651574817,8.239665988373236,172.54693651574854,0.0002993200232788604,302.56035712071355,8.460982322734896,301.5603571207139,Blight
filtered_data_fix\Blight\Corn_Blight (1016).JPG,0.0003548886492304099,197.73917322834612,8.34570736478304,196.73917322834623,0.00032082152328480963,236.21582243164457,8.417720731485426,235.21582243164457,0.0004175699269367168,103.35832923228193,8.117015030088632,102.35832923228229,0.00033502323809161093,192.31303862607666,8.357371785824741,191.31303862607672,Blight
filtered_data_fix\Blight\Corn_Blight (1021).JPG,0.0003426903216110926,242.82135826771616,8.336452223212671,241.82135826771565,0.0003216883487520603,286.3078926157837,8.392211095040452,285.30789261578434,0.00046059424394237703,126.7215797244085,8.071687376360808,125.72157972440878,0.0003491826687292279,243.09938619877045,8.335639584373586,242.099386198772,Blight
filtered_data_fix\Blight\Corn_Blight (1026).JPG,0.00032588285391413016,241.40212844488244,8.36168817487337,240.40212844488138,0.000320221856886126,246.7164114328223,8.383937052479885,245.71641143282224,0.0004356961838923546,99.70681594488205,8.065426217450948,98.70681594488096,0.00031511316045136335,256.82212164424334,8.39446836085354,255.82212164424234,Blight
filtered_data_fix\Blight\Corn_Blight (1028).JPG,0.00034163831755396794,187.90421998031354,8.342296705975237,186.9042199803138,0.00034859261236903173,152.42389484778957,8.298321209735374,151.4238948477894,0.000365927123455799,111.88951771653473,8.225356639357038,110.88951771653471,0.0003151112384436762,241.96930993861798,8.413292569904312,240.9693099386185,Blight
filtered_data_fix\Blight\Corn_Blight (1032).JPG,0.0004983320513516241,122.98320620078614,8.02130395180874,121.98320620078694,0.0004417600130382271,167.37038874077717,8.13482273023579,166.3703887407777,0.000548215207758587,88.74815452755814,7.913559850148225,87.74815452755831,0.0004884186716726808,126.74982949966152,8.044498573631024,125.74982949965995,Blight
filtered_data_fix\Blight\Corn_Blight (1037).JPG,0.0005201251857581749,191.89136318897542,8.053488145875606,190.89136318897707,0.0005322250708981091,156.44323888647853,8.00623014143977,155.44323888647685,0.0005936349152972137,102.78660187007769,7.876927957160948,101.7866018700775,0.0004662137168529467,249.36989273978386,8.140942426867632,248.3698927397838,Blight
filtered_data_fix\Blight\Corn_Blight (1038).jpg,0.00044166763138211193,167.60168553149427,8.154641011499892,166.60168553149524,0.00045947131388335727,168.72465744931594,8.12851013941959,167.7246574493142,0.000552165899253726,84.60654527558953,7.9010295871775655,83.60654527558967,0.0004326400865585516,189.43685287370658,8.179783464300245,188.4368528737049,Blight
filtered_data_fix\Blight\Corn_Blight (1044).JPG,0.0004235470507073658,135.17525836614132,8.166578849559537,134.17525836614163,0.0004242658990618539,142.75733151466324,8.158603218692841,141.75733151466258,0.0006749381784896844,64.59504183070872,7.752903844892004,63.59504183070818,0.0003946938887739233,168.88300576601034,8.24144644101716,167.88300576601173,Blight
