file,energy_0,homogenity_0,entrophy_0,contras_0,energy_45,homogenity_45,entrophy_45,contras_45,energy_90,homogenity_90,entrophy_90,contras_90,energy_135,homogenity_135,entrophy_135,contras_135,Target
dataset/train\Blight\0569f31d-50e6-479a-bd60-4e3282c152e4___RS_NLB 3599_final_masked.jpg,0.011213687771612491,330.1488065944846,8.092978093588522,329.14880659448494,0.011168373443451188,394.18290036580134,8.142455925086303,393.1829003658023,0.012261608690696623,229.1918061023607,7.9264607668274545,228.1918061023606,0.010930820981242439,448.11023622047276,8.198890768407402,447.1102362204733,Blight
dataset/train\Blight\0654aea3-e038-4876-8088-30a1b693fe6c___RS_NLB 3574 copy_final_masked.jpg,0.017066518019752733,283.37075541338385,7.803183010550291,282.3707554133835,0.017004690094686994,396.87550375100744,7.905336255805934,395.8755037510077,0.01879849700861307,237.15975639763664,7.718976514660647,236.15975639763667,0.017017058214159,433.4483848967697,7.937162024227134,432.44838489676874,Blight
dataset/train\Blight\07f5df82-5df0-446f-a13a-d35a2ef9b2df___RS_NLB 4226_final_masked.jpg,0.007951211275956676,219.8070250984247,7.876571246926257,218.80702509842382,0.007931293499143769,223.83396366792405,7.887652004494221,222.83396366792653,0.009157729375028109,92.93786909448576,7.572802878994306,91.93786909448669,0.007793041564135731,313.9732159464309,7.995246128194172,312.97321594643165,Blight
dataset/train\Blight\09140ec5-e485-4770-9c5d-dabd9727d6d7___RS_NLB 3721_final_masked.jpg,0.0005467336984479519,120.97988435039208,7.956550588020414,119.97988435039241,0.0005359383897513932,136.97879595759434,7.991275575516689,135.9787959575928,0.0008444489545229577,47.01162647637797,7.535550651657127,46.011626476377856,0.0005322827311287799,125.3789447578922,7.972554362393884,124.37894475789014,Blight
dataset/train\Blight\09160fba-83ce-4cec-887f-dce0abb79d08___RS_NLB 0832_final_masked.jpg,0.012458931350966799,232.6874384842515,7.956457557699609,231.68743848425018,0.012521855101372437,256.6799553599087,8.006524599567408,255.67995535991005,0.014582817800888626,62.376660925197434,7.541720642746629,61.37666092519653,0.012400785915096232,261.10180420360695,8.000131601000499,260.10180420360643,Blight
dataset/train\Blight\1048748e-af83-48d0-ac54-2956ba4dc2e0___RS_NLB 4024_final_masked.jpg,0.034487156498738215,248.73375984251777,7.580673384368993,247.7337598425162,0.034485609488305015,204.25891251782483,7.540387112885893,203.2589125178236,0.03666751815926162,79.71973425196772,7.2793545775158135,78.71973425196758,0.03428397742777846,309.94488188976555,7.6344422261488125,308.94488188976254,Blight
dataset/train\Blight\1120da51-a165-47bc-b982-2a054f15186c___RS_NLB 3734_final_masked.jpg,0.09907235531022111,203.96622785433095,6.281858180126209,202.96622785433027,0.09932152705771527,146.18581437162996,6.218258729360921,145.18581437162925,0.10213072409786168,76.90108267716454,6.063813961473693,75.90108267716468,0.09842020924044885,329.55322710645373,6.389498049909529,328.55322710645294,Blight
dataset/train\Blight\14734668-ea31-458a-81dd-da6b177c4d26___RS_NLB 3694_final_masked.jpg,0.058450037920594486,197.05524114173087,7.061859593923612,196.05524114173193,0.0581306266462806,246.24589249178567,7.123077644077747,245.24589249178314,0.06080726114089733,77.83169291338469,6.712228545444469,76.83169291338515,0.05825778090889658,223.35265670531234,7.0863227036320975,222.35265670531243,Blight
dataset/train\Blight\14c0cb10-f1bc-49d5-b03e-65a81805140c___RS_NLB 3826_final_masked.jpg,0.07512363810126298,210.39437746062944,6.636817495621655,209.3943774606296,0.07503036743317494,277.2747225494443,6.733405139813943,276.2747225494456,0.08181872436741477,99.91412401574694,6.413482643918508,98.91412401574703,0.0747280356238484,247.2274784549564,6.703539310930931,246.22747845495547,Blight
dataset/train\Blight\14db59c3-03bf-4d81-80b0-19e778ed17e7___RS_NLB 3542_final_masked.jpg,0.09913318233617227,249.33722933070726,6.289653326075424,248.33722933070726,0.09882270455842751,216.95976191952374,6.296082661837471,215.95976191952343,0.10358507618869855,37.59522637795308,5.799842896378937,36.595226377952365,0.09868289771919986,312.0639221278433,6.342593126048753,311.06392212784374,Blight
dataset/train\Blight\15484387-5b5e-4248-928b-f5d4c98e8133___RS_NLB 3479_final_masked.jpg,0.019021514300351247,150.67796505905423,7.319069826046264,149.67796505905434,0.018842031422046938,143.2969805939618,7.294821150306219,142.29698059396222,0.020312870093512434,82.1469611220459,7.099727388416114,81.14696112204633,0.01864421646878726,223.37355074709933,7.448180615729806,222.3735507471009,Blight
dataset/train\Blight\1600d5c2-b322-475d-bdf2-5609095bee27___RS_NLB 3499_final_masked.jpg,0.03849649722005458,172.51279527559132,6.980669583625434,171.51279527558998,0.03869570005865026,150.87550375100759,6.957635597029709,149.87550375100773,0.041041435049185386,66.89290108267708,6.748471430834102,65.89290108267701,0.03839000665787831,243.6278752557486,7.102044080663807,242.62787525575027,Blight
dataset/train\Blight\1955cc33-ecd0-4853-9743-3620d815bbfd___RS_NLB 3577_final_masked.jpg,0.00030533471711473244,145.39720718503932,8.419103916683218,144.3972071850386,0.00030678702314683665,152.4514229028459,8.415772347014254,151.4514229028452,0.00046962142264126946,77.50670521653494,8.035658618332054,76.50670521653464,0.0002744338677343441,198.05239010477953,8.526435624089652,197.0523901047795,Blight
dataset/train\Blight\19b752b4-9c83-48ab-96dc-d6756644680a___RS_NLB 3581_final_masked.jpg,0.0005693101596165123,303.48923474409474,8.446359910756174,302.4892347440942,0.0005440358081409698,339.0722301444602,8.470024915838724,338.0722301444598,0.0008121376716387017,133.66633858267653,8.05769965470148,132.6663385826766,0.0005288000531980032,387.42408084816185,8.527446035093883,386.4240808481613,Blight
dataset/train\Blight\2270041a-e14b-4b57-9906-c5a3991a1b09___RS_NLB 3556_final_masked.jpg,0.0013844770731535436,297.95220226377955,8.122766743943565,296.9522022637793,0.001335389799553701,325.1884183768375,8.16109939309136,324.18841837683556,0.0019358709982069805,132.04908956692822,7.773854285499344,131.04908956692844,0.0013127985211886703,396.53716907433693,8.206455627664107,395.537169074339,Blight
dataset/train\Blight\230579e7-a090-41dc-bc71-e796d898523a___RS_NLB 3616_final_masked.jpg,0.00784033458935981,260.2169660433062,8.021595765274158,259.2169660433065,0.007881582692300524,289.17273234546457,8.021475349749144,288.1727323454627,0.009325245884377283,170.85500738188915,7.840424189052389,169.85500738188975,0.007777325307270704,390.0851261702505,8.140275935394303,389.08512617025167,Blight
dataset/train\Blight\246652d1-e8a5-4dc9-a252-6199fcc5fb34___RS_NLB 4221_final_masked.jpg,0.09693173518425391,271.14425442913324,6.275321059157712,270.1442544291315,0.09603640076522287,237.06398412796582,6.277507300236835,236.06398412796784,0.10228913774476535,111.4037893700766,6.063108237971009,110.40378937007766,0.09589208105194576,379.8048236096472,6.357170725999619,378.80482360964777,Blight
dataset/train\Blight\24da71bd-3323-41f8-a6e2-7d1a4a438608___RS_NLB 3537_final_masked.jpg,0.14751211484849872,188.63496555118147,5.730931979358031,187.63496555118033,0.14740688431092358,168.51534503068947,5.731917319209006,167.5153450306897,0.15149248572426624,60.125369094488384,5.486679217036386,59.12536909448781,0.14687165706401414,242.54615909231785,5.776036771266825,241.5461590923176,Blight
